datetime,country,inv_type,banner_type,exchange,ad_size,is_video,video_duration,placement_type,spend,impressions,clicks,installs,installs_cta,buys_d1,buys_d3,buys_d7,revenue_d1,revenue_d3,revenue_d7,buyers_d1,buyers_d3,buyers_d7
2023-11-20,DE,in_app,image,Equativ,leaderboard,0,0,banner static,0.00857,57,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-09,GB,in_app,vast,Unity,interstitial_landscape,1,30,rewarded video,0.86244,125,18,0,0,0,0,0,0,0,0,0,0,0
2023-11-16,DE,in_app,image,DT Exchange,interstitial,0,0,interstitial static,1.23497,304,109,1,1,0,0,0,0,0,0,0,0,0
2023-11-26,CA,in_app,native,Google,native,0,0,banner static,0.29233,10804,6,2,0,0,0,0,0,0,0,0,0,0
2023-11-04,DE,in_app,image,Mintegral,mpu,0,0,banner static,1.75899,18124,8,2,0,1,1,2,2.136453916,2.136453916,4.258181365,0,0,0
2023-11-01,GB,in_app,vast,DT Exchange,interstitial_landscape,1,30,rewarded video,3.9853,359,107,1,1,0,0,0,0,0,0,0,0,0
2023-11-03,US,in_app,vast,Vungle,interstitial_landscape,1,45,interstitial video,0.14318,13,1,0,0,0,0,0,0,0,0,0,0,0
2023-12-01,CA,in_app,image,Vungle,leaderboard,0,0,banner static,0.03623,727,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25,CA,in_app,vast,Unity,interstitial,1,45,interstitial video,0.29251,42,20,0,0,0,0,0,0,0,0,0,0,0
2023-11-02,US,in_app,vast,Bidmachine D,interstitial_landscape,1,45,interstitial video,0.25517,40,4,0,0,0,0,0,0,0,0,0,0,0
2023-11-06,CA,in_app,vast,Mintegral,interstitial_landscape,1,30,interstitial video,3.11363,363,95,1,0,0,0,0,0,0,0,0,0,0
2023-11-10,DE,in_app,image,Mintegral,interstitial,0,0,interstitial static,12.98381,2236,63,0,0,0,0,0,0,0,0,0,0,0
2023-11-20,CA,in_app,image,MobilityWare,xlarge,0,0,banner static,0.0023,23,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-02,DE,in_app,image,PubNative,interstitial_landscape,0,0,interstitial static,0.00378,3,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-12,MX,in_app,vast,DT Exchange,interstitial,1,27,interstitial video,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-11-05,DE,in_app,vast,PubNative,interstitial_landscape,1,28,interstitial video,0.01256,9,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-14,DE,in_app,image,PubMatic,interstitial_landscape,0,0,interstitial static,1.17161,2349,13,0,0,0,0,0,0,0,0,0,0,0
2023-11-02,GB,in_app,vast,Inmobi,interstitial_landscape,1,28,rewarded video,0.06808,14,6,0,0,0,0,0,0,0,0,0,0,0
2023-11-05,DE,in_app,image,Google,interstitial,0,0,rewarded static,1.20821,1388,52,0,0,0,0,0,0,0,0,0,0,0
2023-12-02,DE,in_app,vast,IronSource,interstitial,1,30,interstitial video,0.23176,37,4,1,0,0,0,0,0,0,0,0,0,0
2023-11-30,DE,in_app,native,Mintegral,native,0,0,banner static,0.01398,275,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-13,GB,in_app,vast,IronSource,interstitial,1,30,rewarded video,1.21216,222,30,0,0,0,0,0,0,0,0,0,0,0
2023-11-10,DE,in_app,vast,PubNative,interstitial,1,30,rewarded video,0.01836,12,5,0,0,0,0,0,0,0,0,0,0,0
2023-11-06,DE,in_app,vast,Chartboost,interstitial,1,27,interstitial video,0.02393,7,5,0,0,0,0,0,0,0,0,0,0,0
2023-11-11,GB,in_app,native,Google,native,0,0,banner static,3.05469,142631,161,1,0,0,0,0,0,0,0,0,0,0
2023-11-21,DE,in_app,image,Equativ,interstitial,0,0,interstitial static,6.32987,4035,1311,1,0,0,0,0,0,0,0,0,0,0
2023-11-09,GB,in_app,image,Inmobi,interstitial,0,0,interstitial static,2.52281,309,60,1,0,0,0,0,0,0,0,0,0,0
2023-11-01,US,in_app,vast,Vungle,interstitial_landscape,1,45,rewarded video,6.14547,554,439,0,0,0,0,0,0,0,0,0,0,0
2023-11-23,US,in_app,image,Bidmachine D,leaderboard,0,0,banner static,0.09687,2472,1,0,0,0,0,0,0,0,0,0,0,0
2023-11-15,US,in_app,vast,Vungle,interstitial,1,30,interstitial video,1371.3496,64996,53855,82,79,6,7,21,19.03885732,20.02885732,55.87885732,1,2,5
2023-11-11,US,in_app,vast,Inmobi,interstitial_landscape,1,30,interstitial video,11.23583,752,318,0,0,0,0,0,0,0,0,0,0,0
2023-11-14,GB,in_app,native,Mintegral,native,0,0,banner static,0.00278,176,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-21,CA,in_app,vast,Vungle,interstitial_landscape,1,30,interstitial video,1.8632,231,157,0,0,0,0,0,0,0,0,0,0,0
2023-11-15,US,in_app,vast,DT Exchange,interstitial,1,30,interstitial video,62.41524,3430,1570,4,4,3,6,10,8.97,18.94,35.9,1,1,1
2023-11-26,GB,in_app,image,Inmobi,xlarge,0,0,banner static,2.00025,59342,36,4,0,2,2,3,10.0555956,10.0555956,12.56581307,1,1,1
2023-11-13,GB,in_app,vast,Mintegral,interstitial,1,27,interstitial video,0.10888,13,2,0,0,0,0,0,0,0,0,0,0,0
2023-11-12,DE,in_app,vast,Unity,interstitial,1,42,interstitial video,4.31725,621,359,0,0,0,0,0,0,0,0,0,0,0
2023-11-30,DE,in_app,image,PubMatic,mpu,0,0,banner static,1.79867,8004,1,6,0,0,0,0,0,0,0,0,0,0
2023-11-25,DE,in_app,image,Bidmachine D,xlarge,0,0,banner static,5.40727,53406,30,7,0,0,0,0,0,0,0,0,0,0
2023-11-06,DE,in_app,image,AppLovin,mpu,0,0,banner static,2.02425,14440,22,3,0,0,0,0,0,0,0,0,0,0
2023-11-24,US,in_app,image,Unity,leaderboard,0,0,banner static,0.00344,21,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-06,US,in_app,image,Bidmachine D,mpu,0,0,banner static,0.02473,29,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-03,FR,in_app,vast,Vungle,interstitial,1,45,interstitial video,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-11-04,DE,in_app,vast,PubNative,interstitial,1,42,interstitial video,0.44155,83,23,0,0,0,0,0,0,0,0,0,0,0
2023-11-30,GB,in_app,image,Display.io,interstitial,0,0,interstitial static,0.84852,2661,0,1,0,0,0,0,0,0,0,0,0,0
2023-11-30,CA,in_app,vast,Unity,interstitial,1,45,interstitial video,0.14688,49,18,0,0,0,0,0,0,0,0,0,0,0
2023-11-08,DE,in_app,vast,Vungle,interstitial,1,30,rewarded video,27.67335,3577,3394,2,2,0,0,0,0,0,0,0,0,0
2023-11-23,CA,in_app,image,AppLovin,leaderboard,0,0,banner static,0.45551,27660,40,0,0,0,0,0,0,0,0,0,0,0
2023-11-21,DE,in_app,vast,IronSource,interstitial_landscape,1,30,interstitial video,0.04128,24,4,0,0,0,0,0,0,0,0,0,0,0
2023-11-02,US,in_app,image,DT Exchange,xlarge,0,0,banner static,174.86654,690868,584,71,1,5,11,11,15.94,48.88,48.88,3,4,4
2023-11-30,US,in_app,image,AppLovin,xlarge,0,0,banner static,54.23695,643793,288,14,0,0,0,0,0,0,0,0,0,0
2023-11-04,DE,in_app,vast,Vungle,interstitial_landscape,1,42,interstitial video,0.57845,67,59,0,0,0,0,0,0,0,0,0,0,0
2023-11-09,DE,in_app,vast,Unity,interstitial,1,27,rewarded video,0.17443,58,16,0,0,0,0,0,0,0,0,0,0,0
2023-11-17,US,in_app,image,Inmobi,leaderboard,0,0,banner static,61.30289,254142,108,22,0,3,6,6,37.97,75.94,75.94,1,1,1
2023-11-02,MX,in_app,image,Chartboost,xlarge,0,0,banner static,25.63844,70705,166,17,0,0,0,2,0,0,3.311662303,0,0,1
2023-11-01,DE,in_app,vast,Unity,interstitial,1,30,interstitial video,5.10887,636,450,1,1,0,0,0,0,0,0,0,0,0
2023-11-26,DE,in_app,image,MobilityWare,xlarge,0,0,banner static,0.00097,11,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-30,GB,in_app,image,Inmobi,xlarge,0,0,banner static,2.08247,61292,29,3,0,0,0,0,0,0,0,0,0,0
2023-11-12,GB,in_app,vast,Vungle,interstitial,1,30,interstitial video,114.2835,11149,7633,9,9,0,0,0,0,0,0,0,0,0
2023-12-01,GB,in_app,vast,MobilityWare,interstitial_landscape,1,30,interstitial video,0.01708,6,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-23,GB,in_app,image,Mintegral,leaderboard,0,0,banner static,0.07296,13993,16,0,0,0,0,0,0,0,0,0,0,0
2023-11-03,US,in_app,image,DT Exchange,mpu,0,0,banner static,8.49366,21795,16,6,0,0,0,0,0,0,0,0,0,0
2023-11-02,GB,in_app,vast,DT Exchange,interstitial,1,30,interstitial video,64.29025,5135,2037,5,5,0,0,0,0,0,0,0,0,0
2023-11-25,US,in_app,vast,IronSource,interstitial_landscape,1,30,interstitial video,11.86498,589,125,0,0,0,0,0,0,0,0,0,0,0
2023-11-16,GB,in_app,vast,DT Exchange,interstitial,1,30,interstitial video,17.10257,1630,654,1,1,0,0,0,0,0,0,0,0,0
2023-11-20,GB,in_app,image,Google,interstitial_landscape,0,0,interstitial static,0.93573,247,30,0,0,0,0,0,0,0,0,0,0,0
2023-11-07,US,in_app,vast,DT Exchange,interstitial_landscape,1,30,interstitial video,4.45388,445,103,0,0,0,0,0,0,0,0,0,0,0
2023-11-12,DE,in_app,vast,IronSource,interstitial,1,30,rewarded video,0.52601,197,35,1,1,0,0,0,0,0,0,0,0,0
2023-11-26,GB,in_app,vast,DT Exchange,interstitial,1,30,rewarded video,8.05567,728,295,0,0,0,0,0,0,0,0,0,0,0
2023-11-29,GB,in_app,vast,Unity,interstitial_landscape,1,30,interstitial video,0.82501,101,52,0,0,0,0,0,0,0,0,0,0,0
2023-11-10,GB,in_app,vast,Inmobi,interstitial_landscape,1,28,interstitial video,0.68002,88,24,0,0,0,0,0,0,0,0,0,0,0
2023-11-11,GB,in_app,vast,Bidmachine D,interstitial,1,27,interstitial video,2.06035,238,35,0,0,0,0,0,0,0,0,0,0,0
2023-11-02,MX,in_app,vast,Vungle,interstitial,1,45,rewarded video,7.92303,505,444,1,1,0,0,0,0,0,0,0,0,0
2023-11-27,GB,in_app,image,MobilityWare,xlarge,0,0,banner static,0.04575,471,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-21,DE,in_app,image,PubNative,mpu,0,0,banner static,0.33146,2848,10,1,0,0,0,0,0,0,0,0,0,0
2023-12-03,DE,in_app,image,Vungle,interstitial,0,0,interstitial static,1.26095,213,48,0,0,0,0,0,0,0,0,0,0,0
2023-11-19,US,in_app,vast,IronSource,interstitial,1,30,interstitial video,3.23686,194,56,1,1,0,0,0,0,0,0,0,0,0
2023-11-29,CA,in_app,image,MobilityWare,xlarge,0,0,banner static,0.12406,1357,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-21,US,in_app,vast,IronSource,interstitial,1,45,interstitial video,0.04189,6,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-06,DE,in_app,vast,Chartboost,interstitial_landscape,1,42,rewarded video,0.53235,48,6,0,0,0,0,0,0,0,0,0,0,0
2023-11-21,GB,in_app,vast,Unity,interstitial_landscape,1,30,rewarded video,0.37473,89,10,0,0,0,0,0,0,0,0,0,0,0
2023-11-17,CA,in_app,vast,Bidmachine D,interstitial_landscape,1,28,interstitial video,0.15401,96,18,0,0,0,0,0,0,0,0,0,0,0
2023-11-13,CA,in_app,image,AppLovin,xlarge,0,0,banner static,43.03122,457309,208,22,0,0,0,0,0,0,0,0,0,0
2023-11-07,DE,in_app,image,Equativ,interstitial,0,0,interstitial static,21.73796,9553,1087,1,0,0,0,0,0,0,0,0,0,0
2023-11-03,GB,in_app,vast,DT Exchange,interstitial,1,30,rewarded video,39.40206,3321,1424,3,3,0,0,0,0,0,0,0,0,0
2023-11-24,US,in_app,image,Google,leaderboard,0,0,banner static,0.15648,2075,1,0,0,0,0,0,0,0,0,0,0,0
2023-11-25,DE,in_app,vast,Chartboost,interstitial,1,30,rewarded video,6.63788,351,168,3,3,0,0,0,0,0,0,0,0,0
2023-11-09,DE,in_app,image,Bidmachine D,xlarge,0,0,banner static,3.18954,30963,21,4,0,0,0,0,0,0,0,0,0,0
2023-11-14,US,in_app,image,Ogury,xlarge,0,0,banner static,0.76656,930,1,0,0,0,0,0,0,0,0,0,0,0
2023-11-03,DE,in_app,image,Chartboost,xlarge,0,0,banner static,13.38227,80387,81,10,0,0,0,2,0,0,5.335881985,0,0,1
2023-11-28,CA,in_app,image,IronSource,mpu,0,0,banner static,0.00246,76,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-01,MX,in_app,image,Ogury,mpu,0,0,banner static,0.12649,48,9,0,0,0,0,0,0,0,0,0,0,0
2023-11-17,DE,in_app,vast,Vungle,interstitial,1,42,interstitial video,7.68608,981,979,2,1,0,0,0,0,0,0,0,0,0
2023-11-16,DE,in_app,image,AppLovin,xlarge,0,0,banner static,9.31343,121304,161,8,0,0,0,0,0,0,0,0,0,0
2023-11-23,CA,in_app,image,Google,mpu,0,0,banner static,0.03333,876,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-26,CA,in_app,image,Mintegral,leaderboard,0,0,banner static,0.29026,10314,35,0,0,0,0,0,0,0,0,0,0,0
2023-11-13,GB,in_app,image,AppLovin,xlarge,0,0,banner static,0.88475,31830,52,0,0,0,0,0,0,0,0,0,0,0
2023-11-04,DE,in_app,image,PubNative,xlarge,0,0,banner static,28.63342,206726,141,21,0,0,0,0,0,0,0,0,0,0
2023-11-17,US,in_app,vast,DT Exchange,interstitial,1,30,interstitial video,41.6688,2221,878,1,0,0,0,0,0,0,0,0,0,0
2023-12-01,DE,in_app,image,Inmobi,leaderboard,0,0,banner static,1.64011,35258,20,3,0,0,0,0,0,0,0,0,0,0
2023-11-07,DE,in_app,vast,Unity,interstitial_landscape,1,30,rewarded video,3.3314,772,140,0,0,0,0,0,0,0,0,0,0,0
2023-11-26,CA,in_app,image,Vungle,interstitial,0,0,interstitial static,13.21533,1513,252,0,0,0,0,0,0,0,0,0,0,0
2023-11-22,US,in_app,vast,MobilityWare,interstitial,1,30,interstitial video,0.43375,38,1,0,0,0,0,0,0,0,0,0,0,0
2023-11-23,US,in_app,vast,Chartboost,interstitial,1,45,rewarded video,0.38675,49,4,0,0,0,0,0,0,0,0,0,0,0
2023-11-05,DE,in_app,image,Unity,xlarge,0,0,banner static,0.18226,1448,5,0,0,0,0,0,0,0,0,0,0,0
2023-11-03,DE,in_app,image,IronSource,xlarge,0,0,banner static,0.95333,13744,8,0,0,0,0,0,0,0,0,0,0,0
2023-12-01,US,in_app,native,Google,native,0,0,banner static,1.46179,9252,4,0,0,0,0,0,0,0,0,0,0,0
2023-11-13,CA,in_app,vast,Inmobi,interstitial,1,27,interstitial video,1.99451,349,111,1,1,0,0,0,0,0,0,0,0,0
2023-12-01,US,in_app,native,Inmobi,native,0,0,banner static,12.04412,34453,26,2,0,0,0,0,0,0,0,0,0,0
2023-11-27,US,in_app,image,DT Exchange,leaderboard,0,0,banner static,0.88368,9376,14,1,0,0,0,0,0,0,0,0,0,0
2023-12-02,DE,in_app,image,DT Exchange,interstitial,0,0,interstitial static,0.66669,200,89,0,0,0,0,0,0,0,0,0,0,0
2023-11-30,US,in_app,image,Google,mpu,0,0,banner static,0.3397,1881,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-02,CA,in_app,image,Inmobi,xlarge,0,0,banner static,29.91185,191587,92,16,0,1,1,1,2.215225042,2.215225042,2.215225042,1,1,1
2023-11-17,CA,in_app,image,Google,mpu,0,0,banner static,0.55185,4774,7,0,0,0,0,0,0,0,0,0,0,0
2023-11-03,GB,in_app,vast,Unity,interstitial,1,30,interstitial video,19.67308,1995,867,3,3,0,0,0,0,0,0,0,0,0
2023-11-22,US,in_app,vast,Unity,interstitial_landscape,1,30,rewarded video,20.16548,1116,331,1,1,0,0,0,0,0,0,0,0,0
2023-11-19,CA,in_app,native,Google,native,0,0,banner static,0.11935,4034,3,0,0,0,0,0,0,0,0,0,0,0
2023-11-10,DE,in_app,image,PubNative,xlarge,0,0,banner static,17.44119,195670,137,14,0,0,0,3,0,0,6.481158043,0,0,1
2023-11-03,US,in_app,vast,Bidmachine D,interstitial,1,30,rewarded video,3.19321,281,35,0,0,0,0,0,0,0,0,0,0,0
2023-11-02,US,in_app,image,Bidmachine D,xlarge,0,0,banner static,11.65308,52894,32,3,0,0,0,0,0,0,0,0,0,0
2023-11-18,DE,in_app,vast,Chartboost,interstitial_landscape,1,30,rewarded video,1.55751,261,42,0,0,0,0,0,0,0,0,0,0,0
2023-11-21,CA,in_app,vast,Mintegral,interstitial,1,30,interstitial video,0.07253,25,6,0,0,0,0,0,0,0,0,0,0,0
2023-11-30,US,in_app,vast,Vungle,interstitial_landscape,1,30,interstitial video,36.59096,1633,1268,3,3,0,0,0,0,0,0,0,0,0
2023-12-02,DE,in_app,image,PubNative,xlarge,0,0,banner static,11.29644,88823,72,5,0,0,0,0,0,0,0,0,0,0
2023-11-22,DE,in_app,vast,Vungle,interstitial,1,45,rewarded video,17.18584,1827,1707,0,0,0,0,0,0,0,0,0,0,0
2023-12-01,CA,in_app,vast,Bidmachine D,interstitial,1,30,rewarded video,0.21509,26,5,0,0,0,0,0,0,0,0,0,0,0
2023-11-08,US,in_app,vast,AppLovin,interstitial,1,30,interstitial video,6.53889,437,162,0,0,0,0,0,0,0,0,0,0,0
2023-11-21,DE,in_app,vast,Mintegral,interstitial,1,30,interstitial video,6.15914,851,690,0,0,0,0,0,0,0,0,0,0,0
2023-11-04,US,in_app,image,DT Exchange,mpu,0,0,banner static,50.46543,121883,60,22,0,0,0,0,0,0,0,0,0,0
2023-11-04,CA,in_app,vast,Bidmachine D,interstitial_landscape,1,28,rewarded video,0.30366,46,13,0,0,0,0,0,0,0,0,0,0,0
2023-11-02,GB,in_app,image,MobilityWare,interstitial,0,0,interstitial static,0.32051,38,14,0,0,0,0,0,0,0,0,0,0,0
2023-11-22,DE,in_app,image,Smaato,xlarge,0,0,banner static,0.00088,4,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-28,GB,in_app,native,IronSource,native,0,0,banner static,0.18016,9080,8,0,0,0,0,0,0,0,0,0,0,0
2023-11-30,DE,in_app,vast,Vungle,interstitial,1,42,interstitial video,11.36148,1279,1137,4,4,0,0,0,0,0,0,0,0,0
2023-11-28,US,in_app,vast,Vungle,interstitial_landscape,1,30,interstitial video,88.25812,4851,3547,5,3,0,0,0,0,0,0,0,0,0
2023-11-03,GB,in_app,image,MobilityWare,xlarge,0,0,banner static,0.73745,5728,3,1,0,0,0,0,0,0,0,0,0,0
2023-11-28,DE,in_app,vast,Unity,interstitial,1,42,interstitial video,2.45247,370,173,1,1,0,0,0,0,0,0,0,0,0
2023-11-13,GB,in_app,vast,Inmobi,interstitial,1,27,rewarded video,0.86551,189,67,0,0,0,0,0,0,0,0,0,0,0
2023-11-25,US,in_app,vast,PubMatic,interstitial,1,30,interstitial video,11.18516,5861,3592,9,7,0,0,8,0,0,20.92,0,0,1
2023-11-24,CA,in_app,vast,MobilityWare,interstitial_landscape,1,30,interstitial video,0.01216,6,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-20,US,in_app,vast,Vungle,interstitial,1,45,interstitial video,84.38616,5098,4338,2,2,0,0,0,0,0,0,0,0,0
2023-11-28,CA,in_app,image,Bidmachine D,leaderboard,0,0,banner static,0.11441,4675,15,0,0,0,0,0,0,0,0,0,0,0
2023-11-06,US,in_app,vast,Inmobi,interstitial,1,30,rewarded video,21.17638,1719,437,1,1,0,0,0,0,0,0,0,0,0
2023-11-20,US,in_app,image,DT Exchange,mpu,0,0,banner static,2.92103,4287,3,1,0,0,0,0,0,0,0,0,0,0
2023-11-16,CA,in_app,vast,Vungle,interstitial,1,27,interstitial video,9.96804,1142,747,0,0,0,0,0,0,0,0,0,0,0
2023-11-19,US,in_app,image,Chartboost,xlarge,0,0,banner static,18.32016,107780,88,6,0,0,0,0,0,0,0,0,0,0
2023-11-05,DE,in_app,vast,Unity,interstitial,1,27,rewarded video,0.62486,182,45,0,0,0,0,0,0,0,0,0,0,0
2023-11-02,CA,in_app,vast,Unity,interstitial_landscape,1,30,rewarded video,4.54534,821,182,0,0,0,0,0,0,0,0,0,0,0
2023-11-25,DE,in_app,image,PubMatic,mpu,0,0,banner static,2.54011,9290,1,2,0,0,0,0,0,0,0,0,0,0
2023-11-21,US,in_app,vast,Mintegral,interstitial,1,30,interstitial video,605.3225,30078,25323,69,67,1,1,1,0.99,0.99,0.99,1,1,1
2023-11-07,DE,in_app,vast,MobilityWare,interstitial_landscape,1,28,interstitial video,0.0025,1,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-23,US,in_app,vast,Inmobi,interstitial_landscape,1,30,interstitial video,3.36672,280,101,0,0,0,0,0,0,0,0,0,0,0
2023-11-22,CA,in_app,image,AppLovin,leaderboard,0,0,banner static,0.8978,44415,85,0,0,0,0,0,0,0,0,0,0,0
2023-11-02,US,in_app,vast,Chartboost,interstitial,1,30,rewarded video,1.48258,222,39,0,0,0,0,0,0,0,0,0,0,0
2023-11-19,CA,in_app,image,Bidmachine D,mpu,0,0,banner static,0.00061,7,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-21,GB,in_app,image,DT Exchange,leaderboard,0,0,banner static,0.06456,5250,11,0,0,0,0,0,0,0,0,0,0,0
2023-11-21,GB,in_app,vast,Vungle,interstitial_landscape,1,30,rewarded video,4.59012,417,275,1,1,0,0,0,0,0,0,0,0,0
2023-12-02,GB,in_app,image,Inmobi,xlarge,0,0,banner static,1.49514,47342,22,5,0,0,0,0,0,0,0,0,0,0
2023-11-12,GB,in_app,vast,Vungle,interstitial_landscape,1,30,interstitial video,21.04883,1693,1127,1,1,0,0,0,0,0,0,0,0,0
2023-11-12,DE,in_app,image,Google,interstitial,0,0,rewarded static,1.24421,2049,45,0,0,0,0,0,0,0,0,0,0,0
2023-11-04,GB,in_app,image,Google,mpu,0,0,banner static,3.02151,13992,12,2,0,0,0,0,0,0,0,0,0,0
2023-11-04,DE,in_app,vast,Mintegral,interstitial,1,27,interstitial video,4.55766,1461,1436,0,0,0,0,0,0,0,0,0,0,0
2023-11-09,GB,in_app,vast,MobilityWare,interstitial,1,30,interstitial video,0.09952,23,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-22,CA,in_app,vast,Bidmachine D,interstitial,1,30,interstitial video,0.01747,12,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-06,US,in_app,image,MobilityWare,xlarge,0,0,banner static,7.04646,45473,27,4,0,0,0,0,0,0,0,0,0,0
2023-11-23,US,in_app,vast,Unity,interstitial,1,30,interstitial video,89.23034,6238,3611,12,11,0,0,1,0,0,0.99,0,0,1
2023-11-24,DE,in_app,vast,Chartboost,interstitial,1,42,rewarded video,0.72858,65,17,0,0,0,0,0,0,0,0,0,0,0
2023-11-16,CA,in_app,image,Inmobi,leaderboard,0,0,banner static,6.90074,60914,18,2,0,0,0,0,0,0,0,0,0,0
2023-11-06,MX,in_app,image,PubNative,mpu,0,0,banner static,0.12809,875,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-19,CA,in_app,image,AppLovin,leaderboard,0,0,banner static,0.85038,51577,108,2,2,0,0,0,0,0,0,0,0,0
2023-11-15,US,in_app,image,Inmobi,xlarge,0,0,banner static,84.15749,391606,142,33,0,0,0,0,0,0,0,0,0,0
2023-11-17,CA,in_app,image,Mintegral,xlarge,0,0,banner static,25.24624,252980,121,8,0,0,0,0,0,0,0,0,0,0
2023-11-01,US,in_app,vast,Chartboost,interstitial_landscape,1,30,rewarded video,0.51502,98,7,0,0,0,0,0,0,0,0,0,0,0
2023-11-27,DE,in_app,vast,MobilityWare,interstitial,1,30,interstitial video,0.04445,13,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-17,DE,in_app,image,Mintegral,mpu,0,0,banner static,0.00002,2,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-09,GB,in_app,vast,DT Exchange,interstitial,1,27,interstitial video,15.02981,1472,537,0,0,0,0,0,0,0,0,0,0,0
2023-11-10,GB,in_app,vast,Bidmachine D,interstitial,1,30,interstitial video,5.41996,678,59,0,0,0,0,0,0,0,0,0,0,0
2023-11-02,GB,in_app,image,AppLovin,xlarge,0,0,banner static,9.54547,132376,93,9,0,0,0,0,0,0,0,0,0,0
2023-11-25,DE,in_app,image,AppLovin,mpu,0,0,banner static,2.16873,24421,26,2,0,0,0,0,0,0,0,0,0,0
2023-11-24,US,in_app,image,Mintegral,xlarge,0,0,banner static,114.18227,455321,297,45,2,0,0,0,0,0,0,0,0,0
2023-11-12,DE,in_app,image,AppLovin,leaderboard,0,0,banner static,0.05,2354,12,0,0,0,0,0,0,0,0,0,0,0
2023-11-06,DE,in_app,image,IronSource,xlarge,0,0,banner static,0.70706,12274,3,1,0,0,0,0,0,0,0,0,0,0
2023-11-21,GB,in_app,image,Ogury,interstitial,0,0,interstitial static,0.38292,51,16,0,0,0,0,0,0,0,0,0,0,0
2023-11-27,US,in_app,image,Chartboost,leaderboard,0,0,banner static,0.03718,426,2,0,0,0,0,0,0,0,0,0,0,0
2023-11-18,GB,in_app,vast,Bidmachine D,interstitial_landscape,1,30,interstitial video,0.43496,44,5,0,0,0,0,0,0,0,0,0,0,0
2023-11-19,GB,in_app,image,MobilityWare,xlarge,0,0,banner static,0.03041,318,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-03,US,in_app,image,IronSource,leaderboard,0,0,banner static,0.32961,3254,7,0,0,0,0,0,0,0,0,0,0,0
2023-11-24,US,in_app,image,IronSource,xlarge,0,0,banner static,69.66242,213459,133,26,0,0,0,4,0,0,6.96,0,0,1
2023-11-21,GB,in_app,image,Inmobi,interstitial,0,0,interstitial static,0.31416,35,9,0,0,0,0,0,0,0,0,0,0,0
2023-11-16,CA,in_app,image,IronSource,leaderboard,0,0,banner static,0.12911,4185,8,0,0,0,0,0,0,0,0,0,0,0
2023-11-06,MX,in_app,vast,Mintegral,interstitial_landscape,1,30,interstitial video,5.12537,904,790,2,2,0,0,0,0,0,0,0,0,0
2023-11-05,US,in_app,vast,IronSource,interstitial,1,30,rewarded video,17.96908,585,184,0,0,0,0,0,0,0,0,0,0,0
2023-11-05,MX,in_app,image,Equativ,xlarge,0,0,banner static,94.3104,239220,1100,50,3,2,2,4,17.07266769,17.07266769,21.49537634,1,1,1
2023-11-25,DE,in_app,image,AppLovin,xlarge,0,0,banner static,6.2272,86277,124,13,0,0,0,0,0,0,0,0,0,0
2023-11-30,CA,in_app,image,Google,xlarge,0,0,banner static,11.21966,93862,98,7,1,0,0,0,0,0,0,0,0,0
2023-11-04,GB,in_app,vast,DT Exchange,interstitial,1,27,rewarded video,8.91493,588,261,2,2,0,0,0,0,0,0,0,0,0
2023-11-15,DE,in_app,image,Equativ,interstitial,0,0,interstitial static,17.71794,9608,2171,2,2,0,0,0,0,0,0,0,0,0
2023-11-15,DE,in_app,image,Google,xlarge,0,0,banner static,11.43495,182185,258,11,0,0,2,2,0,5.43258495,5.43258495,0,1,1
2023-11-09,US,in_app,native,Bidmachine D,native,0,0,banner static,0.05734,79,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-13,GB,in_app,image,DT Exchange,xlarge,0,0,banner static,8.0381,466278,181,4,0,0,0,0,0,0,0,0,0,0
2023-11-14,CA,in_app,image,Ogury,xlarge,0,0,banner static,0.23107,564,0,0,0,0,0,0,0,0,0,0,0,0
